week	неделя
hour	час
minute	минута
second	секунда
name	имя
age	возраст
why me	почему я
who are you	кто ты
what are you	что ты такое
where are you	где ты
i'm sorry	прости
forgive me	прости меня
thank you very much	большое спасибо
good morning	доброе утро
good night	спокойной ночи
see you	увидимся
goodbye	прощай
bye	пока
welcome	добро пожаловать
of course	конечно
no problem	без проблем
it's okay	всё нормально
don't worry	не волнуйся
trust me	верь мне
believe	верь
remember	помни
forget	забудь
understand	понимаю
i understand	я понимаю
i don't understand	я не понимаю
impossible	невозможно
possible	возможно
dangerous	опасно
safe	безопасно
careful	осторожно
idiot	идиот
fool	дурак
genius	гений
master	мастер
disciple	ученик
clan	клан
guild	гильдия
quest	задание
level	уровень
skill	навык
item	предмет
gold	золото
money	деньги
kingdom	королевство
empire	империя
village	деревня
city	город
castle	замок
dungeon	подземелье
forest	лес
mountain	гора
sea	море
island	остров
bridge	мост
door	дверь
window	окно
room	комната
bed	кровать
food	еда
water	вода
wine	вино
tea	чай
coffee	кофе
book	книга
letter	письмо
map	карта
key	ключ
treasure	сокровище
curse	проклятие
blessing	благословение
spell	заклинание
potion	зелье
armor	броня
shield	щит
bow	лук
arrow	стрела
gun	пистолет
knife	нож
wound	рана
heal	исцели
doctor	врач
hospital	больница
police	полиция
soldier	солдат
captain	капитан
general	генерал
army	армия
ship	корабль
plane	самолёт
car	машина
train	поезд
road	дорога
path	путь
journey	путешествие
adventure	приключение
destiny	судьба
fate	судьба
choice	выбор
truth	истина
justice	справедливость
revenge	месть
honor	честь
pride	гордость
shame	стыд
tears	слёзы
smile	улыбка
kiss	поцелуй
hug	обнимаю
hand	рука
eye	глаз
face	лицо
hair	волосы
voice	голос
sound	звук
silence	тишина
music	музыка
song	песня
dance	танец
game	игра
play	играй
win	победи
lose	проиграй
draw	ничья
team	команда
leader	лидер
member	участник
group	группа
party	отряд
boss	босс
final	финал
last	последний
first	первый
second	второй
third	третий
one	один
two	два
three	три
four	четыре
five	пять
six	шесть
seven	семь
eight	восемь
nine	девять
ten	десять
hundred	сто
thousand	тысяча
million	миллион
all	все
none	никто
some	некоторые
many	много
few	мало
more	больше
less	меньше
most	больше всего
least	меньше всего
every	каждый
each	каждый
both	оба
either	либо
neither	ни
other	другой
another	ещё один
same	тот же
different	другой
such	такой
own	свой
very	очень
too	слишком
so	так
just	просто
only	только
even	даже
also	также
well	ну
back	назад
away	прочь
down	вниз
up	вверх
out	наружу
off	прочь
over	над
under	под
again	опять
once	однажды
twice	дважды
never	никогда
ever	когда-либо
often	часто
always	всегда
sometimes	иногда
usually	обычно
suddenly	вдруг
finally	наконец
soon	скоро
later	позже
early	рано
late	поздно
already	уже
yet	ещё
still	ещё
almost	почти
enough	достаточно
quite	весьма
rather	довольно
pretty	довольно
really	действительно
actually	на самом деле
probably	вероятно
perhaps	возможно
maybe	может
certainly	конечно
surely	конечно
definitely	определённо
absolutely	абсолютно
exactly	точно
almost	почти
nearly	почти
hardly	едва
barely	едва
completely	полностью
totally	полностью
entirely	целиком
partly	частично
mainly	в основном
especially	особенно
particularly	особенно
generally	вообще
usually	обычно
normally	обычно
typically	обычно
basically	в принципе
essentially	по сути
simply	просто
merely	всего лишь
only	только
just	просто
even	даже
also	также
too	тоже
either	тоже
neither	тоже не
both	и то и другое
not only	не только
but also	но и
as well	также
in addition	кроме того
moreover	более того
furthermore	кроме того
however	однако
therefore	поэтому
thus	таким образом
hence	отсюда
so	так что
because	потому что
since	поскольку
as	так как
although	хотя
though	хотя
even though	хотя
while	пока
whereas	тогда как
if	если
unless	если не
until	пока не
before	до
after	после
when	когда
whenever	когда бы ни
where	где
wherever	где бы ни
why	почему
how	как
whether	ли
that	что
which	который
who	кто
whom	кого
whose	чей
what	что
whatever	что угодно
whoever	кто угодно
whichever	какой угодно
What?!	Что?!
No way!	Не может быть!
I won't lose!	Я не проиграю!
Stay back!	Назад!
Who are you?	Кто ты?
This is my power!	Это моя сила!
Don't die!	Не умри!
I love you	Я тебя люблю
I'm sorry	Прости
Let's go	Пошли
Hurry up!	Быстрее!
Watch out!	Осторожно!
You idiot!	Идиот!
Trust me	Верь мне
I don't know	Я не знаю
It's over	Конец
Not yet	Ещё нет
Come on!	Давай!
Get away!	Прочь!
Why me?	Почему я?
I'll protect you	Я защищу тебя
Never again	Никогда больше
That's enough	Хватит
The end	Конец
To be continued	Продолжение следует
Fight me	Сразись со мной
Stand up	Встань
We can win	Мы победим
They are coming	Они идут
Run!	Беги!
Wait!	Стой!
Look!	Смотри!
Please help me	Помоги мне
Don't leave me	Не оставляй меня
Are you okay?	Ты в порядке?
I'm fine	Я в порядке
Shut up!	Заткнись!
Hold on!	Держись!
Thank you	Спасибо
I remember	Я помню
You will pay	Ты заплатишь
Open the door	Открой дверь
Where is he?	Где он?
What happened?	Что случилось?
I can't	Я не могу
Help me	Помоги
I'm here	Я здесь
Leave me alone	Оставь меня
It's you	Это ты
I know	Я знаю
Forgive me	Прости меня
Goodbye	Прощай
See you	Увидимся
Never!	Никогда!
Impossible	Невозможно
Of course	Конечно
Damn it	Чёрт
My lord	Господин
Yes	Да
No	Нет
Why?	Почему?
How?	Как?
When?	Когда?
Another one, please.	Ещё один, пожалуйста.
Are there any discount promotions?	Есть какие-нибудь скидки или акции?
Are there any recommended dishes?	Что вы порекомендуете?
Are there other colors or styles?	Есть другие цвета или фасоны?
Are there taxis nearby?	Есть ли поблизости такси?
Can I borrow a charger?	Можно одолжить зарядное устройство?
Can I cross the street ahead?	Можно перейти дорогу впереди?
Can I get off here?	Можно здесь выйти?
Can I make a transfer?	Можно сделать перевод?
Can I park here?	Можно здесь припарковаться?
Can I pay by card?	Можно оплатить картой?
Can I pay by scanning a code?	Можно оплатить, отсканировав код?
Can I ride by scanning a code?	Можно ли войти, отсканировав код?
Can I store my luggage?	Можно оставить багаж?
Can I take photos here?	Можно здесь фотографировать?
Can I transfer here?	Здесь можно сделать пересадку?
Can I try it on?	Можно примерить?
Can it be a little cheaper?	Можно немного дешевле?
Can it be faster?	Можно побыстрее?
Can it be not too spicy?	Можно не очень острое?
Can this be packaged?	Можно это упаковать?
Can this be packed to go?	Можно это упаковать с собой?
Can we arrange a meeting?	Можем ли мы организовать встречу?
Can we cooperate?	Можем ли мы сотрудничать?
Can we exchange contact information?	Можем ли мы обменяться контактами?
Can we have a video conference?	Можем ли мы провести видеоконференцию?
Can we have more napkins?	Можно ещё салфеток?
Can we pay separately?	Можно оплатить раздельно?
Can you call a bellhop for me?	Можете вызвать носильщика?
Can you help me change rooms?	Можете помочь поменять номер?
Can you help me change seats?	Можете помочь поменять место?
Can you help me charge?	Можете помочь зарядить?
Can you help me check the route?	Можете помочь посмотреть маршрут?
Can you help me take my temperature?	Можете помочь измерить температуру?
Can you hold this for me?	Можете подержать это для меня?
Can you show me on the map?	Можете показать на карте?
Can you show me the new arrivals?	Можете показать новинки?
Can you take me there?	Можете отвезти меня туда?
Check, please.	Счёт, пожалуйста.
Could you speak more slowly?	Не могли бы вы говорить помедленнее?
Did I pass it?	Я прошёл(ла) мимо?
Do I need to be hospitalized?	Мне нужно лечь в больницу?
Do I need to book in advance?	Нужно ли бронировать заранее?
Do you accept QR code payment?	Принимаете оплату по QR-коду?
Do you have a contract template?	У вас есть шаблон контракта?
Do you have a map?	У вас есть карта?
Do you have a quieter room?	Есть ли у вас более тихая комната?
Do you have an extra bed service?	Есть услуга дополнительной кровати?
Do you have any recommendations?	У тебя есть какие-нибудь рекомендации?
Do you have cold medicine?	У вас есть лекарство от простуды?
Do you have laundry service?	Есть услуга прачечной?
Do you have masks?	У вас есть маски?
Do you have my size?	У вас есть мой размер?
Do you have time to have coffee together?	У тебя есть время выпить кофе вместе?
Do you have vegetarian food?	У вас есть вегетарианская еда?
Do you like it here?	Тебе здесь нравится?
Do you sell data packages?	Вы продаёте пакеты интернета?
Do you want to go shopping together?	Хочешь пойти по магазинам вместе?
Do you want to have a meal together today?	Хочешь поесть вместе сегодня?
Does this go to the city center?	Это идёт до центра города?
Excuse me, may I ask a question?	Извините, могу ли я задать вопрос?
Good afternoon, is now a convenient time?	Добрый день, сейчас удобное время?
Good morning, did you sleep well last night?	Доброе утро, вы хорошо спали прошлой ночью?
Hello, could you please help me?	Здравствуйте, не могли бы вы мне помочь?
How are you doing today?	Как у тебя дела сегодня?
How do I activate data?	Как активировать интернет?
How do I get here?	Как сюда пройти?
How do I get to the airport?	Как добраться до аэропорта?
How do I take this medicine?	Как принимать это лекарство?
How is this project progressing?	Как продвигается этот проект?
How long does it take to walk?	Сколько идти пешком?
How long will the food take?	Сколько времени займёт приготовление еды?
How much is the fare approximately?	Сколько примерно стоит проезд?
How much is the ticket?	Сколько стоит билет?
How much is this?	Сколько это стоит?
I can't find the network.	Я не могу найти сеть.
I can't find the way.	Я не могу найти дорогу.
I can't find this place.	Я не могу найти это место.
I don't feel well.	Я плохо себя чувствую.
I fell down.	Я упал(а).
I forgot the password.	Я забыл(а) пароль.
I had a great time today.	Мне было очень весело сегодня.
I have a fever.	У меня температура.
I have a reservation.	У меня есть бронь.
I have a severe headache.	У меня сильно болит голова.
I have a severe runny nose.	У меня сильный насморк.
I have a sore throat.	У меня болит горло.
I hope we can meet again.	Надеюсь, мы ещё встретимся.
I lost my passport.	Я потерял(а) паспорт.
I need a doctor.	Мне нужен врач.
I need a hotspot.	Мне нужна точка доступа.
I need a receipt.	Мне нужен чек.
I need a sick leave certificate.	Мне нужен больничный лист.
I need a statement.	Мне нужна выписка.
I need an invoice.	Мне нужен счет.
I need first aid.	Мне нужна первая помощь.
I need help with translation.	Мне нужна помощь с переводом.
I need immediate assistance!	Мне срочно нужна помощь!
I need navigation.	Мне нужна навигация.
I need painkillers.	Мне нужны обезболивающие.
I need some towels.	Мне нужно полотенца.
I need the nearest convenience store.	Мне нужен ближайший магазин.
I need to buy a SIM card.	Мне нужно купить SIM-карту.
I need to get checked.	Мне нужно пройти обследование.
I need to make an international call.	Мне нужно позвонить за границу.
I need to register.	Мне нужно записаться.
I need to see the doctor again.	Мне нужно снова обратиться к врачу.
I quite agree with your point of view.	Я полностью согласен с твоей точкой зрения.
I really like your idea.	Мне очень нравится твоя идея.
I think you're a good person.	Я думаю, ты хороший человек.
I want to buy a map.	Я хочу купить карту.
I want to change my plan.	Я хочу сменить тариф.
I want to freeze my account.	Я хочу заморозить свой счёт.
I want to go here.	Я хочу сюда.
I want to go to the nearest subway station.	Я хочу до ближайшей станции метро.
I want to go to the train station.	Я хочу на вокзал.
I want to join this activity.	Я хочу присоединиться к этому мероприятию.
I want to know more about you.	Я хочу узнать о тебе больше.
I want to send money abroad.	Я хочу отправить деньги за границу.
I want to take the cable car.	Я хочу прокатиться на канатной дороге.
I'd like to buy a one-day pass.	Я хотел(а) бы купить билет на один день.
I'd like to change to smaller denominations.	Я хотел(а) бы разменять на мелкие купюры.
I'd like to check out.	Я хотел(а) бы выписаться.
I'd like to exchange some money.	Я хотел(а) бы обменять деньги.
I'd like to exchange this.	Я бы хотел(а) обменять это.
I'd like to learn about your services.	Я хотел бы узнать о ваших услугах.
I'd like to make a complaint.	Я хотел(а) бы подать жалобу.
I'd like to open an account.	Я хотел(а) бы открыть счёт.
I'd like to rent a car.	Я хотел(а) бы арендовать машину.
I'd like to rent an audio guide.	Я хотел(а) бы взять аудиогид.
I'd like to request a late check-out.	Я хотел(а) бы запросить поздний выезд.
I'd like to reserve a table.	Я хотел(а) бы забронировать столик.
I'd like to return this.	Я бы хотел(а) вернуть это.
I'd like to unlink unbind.	Я хотел(а) бы отвязать.
I'd like to withdraw cash.	Я хотел(а) бы снять наличные.
I'll have this.	Я возьму это.
I'll reply to you as soon as possible.	Я отвечу вам как можно скорее.
I'll take this.	Я возьму это.
I'm afraid of needles.	Я боюсь уколов.
I'm allergic to seafood.	У меня аллергия на морепродукты.
I'm from China.	Я из Китая.
I'm having an allergic reaction.	У меня аллергическая реакция.
I'm just looking around.	Я просто смотрю.
I'm locked out.	Я заперт(а) снаружи.
I'm looking forward to our next meeting.	Я с нетерпением жду нашей следующей встречи.
I'm lost.	Я заблудился(лась).
I'm trapped.	Я в ловушке.
Is it far from the city center?	Далеко ли отсюда до центра города?
Is it open today?	Сегодня открыто?
Is it safe here?	Здесь безопасно?
Is taking a taxi there expensive?	Дорого ли будет доехать на такси?
Is there Wi-Fi here?	Здесь есть Wi-Fi?
Is there a Chinese explanation?	Есть объяснение на китайском?
Is there a USB port?	Есть USB-порт?
Is there a bus stop nearby?	Есть ли поблизости автобусная остановка?
Is there a doctor who speaks Chinese?	Есть врач, говорящий по-китайски?
Is there a guided tour service?	Есть услуга экскурсовода?
Is there a hospital nearby?	Есть ли поблизости больница?
Is there a pharmacy nearby?	Есть ли поблизости аптека?
Is there a rest area?	Есть ли зона отдыха?
Is there a souvenir shop?	Есть сувенирный магазин?
Is there a toilet nearby?	Есть ли поблизости туалет?
Is there a warranty?	Есть гарантия?
Is there an electronic version of the document?	Есть ли электронная версия документа?
Is there an outlet?	Есть розетка?
Is there better quality?	Есть что-нибудь получше по качеству?
Is there public Wi-Fi?	Есть публичный Wi-Fi?
Is there tax refund nearby?	Где-то поблизости можно оформить такс-фри?
Is this authentic?	Это подлинное?
Is this halal?	Это халяль?
Is this the right direction?	Это правильное направление?
Is your person in charge available?	Ваш ответственный сотрудник на месте?
It tastes great, thank you.	Очень вкусно, спасибо.
It's a pleasure to meet you.	Приятно с вами познакомиться.
It's okay, I can manage by myself.	Ничего, я справлюсь сам(а).
Let's discuss the details another day.	Давайте обсудим детали в другой день.
Let's keep in touch.	Давайте оставаться на связи.
Let's talk another day.	Давай поговорим в другой день.
May I ask your name?	Могу я спросить ваше имя?
My friend is missing.	Мой друг пропал.
My phone is out of battery.	У меня сел телефон.
My stomach is upset.	У меня болит живот.
My wallet was stolen.	У меня украли кошелёк.
Nice to meet you.	Рад(а) познакомиться.
Please call a taxi for me.	Пожалуйста, вызовите такси для меня.
Please call the police.	Пожалуйста, вызовите полицию.
Please confirm the time.	Пожалуйста, подтвердите время.
Please drive slower, thank you.	Пожалуйста, едьте помедленнее, спасибо.
Please give me a bag.	Пожалуйста, дайте пакет.
Please give me a bottle of drinking water.	Пожалуйста, дайте бутылку питьевой воды.
Please give me a glass of water.	Пожалуйста, дайте стакан воды.
Please give me a new bank card.	Пожалуйста, дайте новую банковскую карту.
Please give me the menu.	Пожалуйста, дайте меню.
Please give me the receipt.	Пожалуйста, дайте чек.
Please help me call a taxi.	Пожалуйста, помогите вызвать такси.
Please help me check in.	Пожалуйста, помогите зарегистрироваться.
Please help me contact the embassy.	Пожалуйста, помогите связаться с посольством.
Please help me set up my phone.	Пожалуйста, помогите настроить телефон.
Please help me translate the document.	Пожалуйста, помогите мне перевести документ.
Please help me!	Пожалуйста, помогите!
Please let me know when we arrive.	Пожалуйста, скажите, когда мы приедем.
Please send the materials to me.	Пожалуйста, отправьте мне материалы.
Please take a photo for me.	Пожалуйста, сфотографируйте меня.
Please take me to the police station.	Пожалуйста, отвезите меня в полицейский участок.
Please wait a moment.	Пожалуйста, подождите минутку.
Someone is injured.	Кто-то ранен.
Sorry I'm late.	Извините за опоздание.
Sorry, I don't quite understand.	Извините, я не совсем понимаю.
Sorry, I have something to do and need to leave first.	Извини, у меня есть дела, и мне нужно уйти первым.
Sorry, could you say that again?	Извините, не могли бы вы повторить?
Thank you for the invitation.	Спасибо за приглашение.
Thank you for your help.	Спасибо за вашу помощь.
Thank you for your professional assistance.	Спасибо за вашу профессиональную помощь.
The SIM card is not recognized.	SIM-карта не распознаётся.
The air conditioner seems to be broken.	Кондиционер, кажется, сломался.
The network is too slow.	Интернет слишком медленный.
The payment failed.	Платёж не прошёл.
The roads are too complicated.	Дороги слишком запутанные.
The scenery is really beautiful.	Пейзаж действительно красивый.
The signal is bad.	Плохой сигнал.
The weather is nice today.	Сегодня хорошая погода.
There is a problem with this room.	С этой комнатой проблема.
This dish is too salty.	Это блюдо слишком солёное.
This is an emergency.	Это срочно.
This is my business card.	Вот моя визитная карточка.
This is my first time here.	Я здесь впервые.
This is really interesting.	Это действительно интересно.
Turn left or right?	Налево или направо?
What are the features here?	Что здесь особенного?
What do you usually like to do?	Что ты обычно любишь делать?
What is the Wi-Fi password?	Какой пароль от Wi-Fi?
What is the exchange rate?	Какой курс обмена?
What is the minimum deposit?	Какой минимальный взнос?
What is the password?	Какой пароль?
What is the service fee?	Какая комиссия?
What is this dish?	Что это за блюдо?
What is your quotation?	Каково ваше предложение?
What landmarks are nearby?	Какие ориентиры есть поблизости?
What materials do I need to prepare?	Какие материалы мне нужно подготовить?
What should I do if I lost the room key?	Что делать, если я потерял(а) ключ от номера?
What should I do if the card is swallowed?	Что делать, если карту зажевало?
What time does breakfast start?	Во сколько начинается завтрак?
What time does the show start?	Во сколько начинается представление?
What time is the next bus train?	Когда следующий автобус поезд?
When do we start?	Когда мы начнем?
When does it close?	Когда закрывается?
When does the bus train depart?	Когда отправляется автобус поезд?
Where are you from?	Откуда ты?
Where can I buy a transit card?	Где можно купить проездную карту?
Where is the ATM?	Где банкомат?
Where is the best photo spot?	Где лучшее место для фотографий?
Where is the meeting held?	Где проводится встреча?
Which road is this?	Какая это улица?
Which stop should I get off at?	На какой остановке выйти?
Why was this money deducted?	Почему эти деньги были списаны?
Will there be a long queue?	Будет ли длинная очередь?
You look good today.	Ты сегодня хорошо выглядишь.
